학교열쇠,학교명,학교급,시도,주소,등급,방법,위도,경도
7310156,인천혜광학교,특수학교,인천,인천광역시 부평구 경인로769번길 27,G,주소변환(Nominatim),37.4786281,126.7096157
7310387,학력인정남인천고등학교,평생학교(고)-3년6학기,인천,인천광역시 미추홀구 매소홀로418번길 14-57,G,주소변환(Nominatim),37.4392344,126.6670712
7310394,학력인정남인천고등학교(2년제),평생학교(고)-2년6학기,인천,인천광역시 미추홀구 매소홀로418번길 14-57,G,주소변환(Nominatim),37.4392344,126.6670712
7310392,학력인정남인천고등학교병설남인천중학교(2년제),평생학교(중)-2년6학기,인천,인천광역시 미추홀구 매소홀로418번길 14-57,G,주소변환(Nominatim),37.4392344,126.6670712
7310476,학력인정인천생활예술고등학교,평생학교(고)-3년6학기,인천,인천광역시 부평구 부흥북로24번길 4,G,주소변환(Nominatim),37.5007742,126.7247218
7310065,학익고등학교,고등학교,인천,"인천광역시 미추홀구 한나루로 358, 23-22",B,공식·이름일치(주소 다름) · 주소변환과 2.0km,37.43903057,126.6633844
7140364,광주선광학교,특수학교,광주,전남광주통합특별시 광산구 목련로394번길 60-3,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.1825684,126.8361461
7140365,광주선명학교,특수학교,광주,전남광주통합특별시 남구 서문대로749번마길 2,O,OSM 이름 변형(지역명·분교장 표기 차이) · 주소변환과 0.0km,35.1258356,126.8927451
7140387,광주선우학교,특수학교,광주,전남광주통합특별시 북구 모룡대길 61,O,OSM 같은이름(유일) · 주소변환과 0.4km,35.2162825,126.8940817
7140366,광주세광학교,특수학교,광주,전남광주통합특별시 서구 유덕로 177,G,주소변환(Nominatim),35.1663404,126.8431025
7140396,광주자동화설비마이스터고등학교,고등학교,광주,전남광주통합특별시 광산구 사암로92번길,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,35.1500209356,126.8140920884
7140391,광주푸른꿈창작학교,고등학교,광주,전남광주통합특별시 남구 서문대로749번길 12,G,주소변환(Nominatim),35.1261011,126.895627
7140385,금호미용예술학교,고등기술학교,광주,전남광주통합특별시 북구 동운로 167-5,G,주소변환(Nominatim),35.1735265,126.8713775
7140382,돈보스코학교,고등학교,광주,전남광주통합특별시 남구 서문대로749번마길 12,G,주소변환(Nominatim),35.124506,126.8932052
7140395,빛고을온학교,각종학교(고),광주,전남광주통합특별시 남구 서문대로749번마길 12,G,주소변환(Nominatim),35.124506,126.8932052
7140384,새날학교,고등학교,광주,전남광주통합특별시 광산구 평동로 29,G,주소변환(Nominatim),35.1244913,126.7092939
7140397,선예학교,특수학교,광주,전남광주통합특별시 광산구 선암1로 7,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.1472184,126.782517
7402222,신가초등학교,초등학교,광주,전남광주통합특별시 광산구 신가로40번길 21,X,못 찾음,,
7140400,용연학교,중학교,광주,전남광주통합특별시 광산구 왕버들로322번길 6,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.1945294,126.8417497
7402269,월광기독학교,각종학교(초),광주,전남광주통합특별시 서구 염화로 23-20,G,주소변환(Nominatim),35.1358718,126.8719241
7140367,은혜학교,특수학교,광주,전남광주통합특별시 북구 앰코로 127,G,주소변환(Nominatim),35.2331881,126.8500244
7392166,참미르초등학교,초등학교,광주,전남광주통합특별시 북구 거진길41번길 41-6,O,OSM 같은이름(유일) · 주소변환과 0.1km,35.2187893,126.8701367
7402190,효광초등학교,초등학교,광주,전남광주통합특별시 서구 광천2길 33,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.1666514,126.879723
7402322,효천중학교,중학교,광주,전남광주통합특별시 남구 서문대로 402,B,공식·이름일치(주소 다름) · 주소변환과 1.6km,35.10204636,126.8831279194
7430281,대전가원학교,특수학교,대전,대전광역시 서구 계백로 1095,G,주소변환(Nominatim),36.3153537,127.3857092
7451081,대전둔원초등학교,초등학교,대전,대전광역시 서구 대덕대로 112-10,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,36.3430904725,127.3749798914
7430110,대전맹학교,특수학교,대전,대전광역시 동구 은어송로 95,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.3091523,127.4583475
7441065,대전목동초등학교,초등학교,대전,대전광역시 중구 목중로 19번길,B,공식·이름일치(주소 다름),36.3357672822,127.4112156666
7430322,대전산업정보고등학교,각종학교(고),대전,대전광역시 서구 괴정로 191,G,주소변환(Nominatim),36.3331318,127.3907852
7430112,대전성세재활학교,특수학교,대전,대전광역시 유성구 유성대로298번길 175,X,못 찾음,,
7430357,대전온라인학교,각종학교(고),대전,대전광역시 대덕구 덕암북로22번길 105,G,주소변환(Nominatim),36.4437314,127.4220711
7430113,대전원명학교,특수학교,대전,대전광역시 대덕구 대화1길 2,O,OSM 같은이름(유일) · 주소변환과 0.3km,36.366485,127.413099
7430349,대전해든학교,특수학교,대전,대전광역시 대덕구 대청로 232,G,주소변환(Nominatim),36.4489528,127.454614
7430111,대전혜광학교,특수학교,대전,대전광역시 동구 은어송로 111,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.3098457,127.4593646
7430368,새로남기독중고등학교(고등학교),각종학교(고),대전,대전광역시 서구 둔산대로117번길 12,G,주소변환(Nominatim),36.3697482,127.3817754
7430367,새로남기독중고등학교(중학교),각종학교(중),대전,대전광역시 서구 둔산대로117번길 12,G,주소변환(Nominatim),36.3697482,127.3817754
7430330,새소리음악고등학교,각종학교(고),대전,대전광역시 서구 변동중로 24-2,G,주소변환(Nominatim),36.3295908,127.3767759
7430331,새소리음악중학교,각종학교(중),대전,대전광역시 서구 변동중로 24-2,G,주소변환(Nominatim),36.3295908,127.3767759
7430341,학력인정 대전시립중고등학교,평생학교(고)-2년6학기,대전,대전광역시 동구 동대전로144번길 47,G,주소변환(Nominatim),36.333759,127.4485868
7430342,학력인정 대전시립중학교,평생학교(중)-2년6학기,대전,대전광역시 동구 동대전로144번길 47,G,주소변환(Nominatim),36.333759,127.4485868
7491151,농소중학교,중학교,울산,울산광역시 북구 호계7길 13,B,공식·이름일치(주소 다름) · 주소변환과 1.0km,35.631297573,129.3545552584
7480054,메아리학교,특수학교,울산,울산광역시 북구 갓안1길 8,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.6660356,129.340458
7501255,서사초등학교,초등학교,울산,울산광역시 울주군 범서읍 서사별빛1로 62,B,공식·이름일치(주소 다름),35.5924964082,129.2718855
7480142,울산강남고등학교,고등학교,울산,울산광역시 남구 팔등로 115,B,공식·이름일치(주소 다름) · 주소변환과 0.5km,35.549042557,129.3192236839
7501019,울산강남중학교,중학교,울산,울산광역시 남구 돋질로 325번길,B,공식·이름일치(주소 다름),35.5458873299,129.341502894
7480256,울산고운고등학교,각종학교(고),울산,울산광역시 울주군 두서면 구량차리로 16,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.6292752,129.1292382
7480244,울산고운중학교,각종학교(중),울산,울산광역시 울주군 두서면 구량차리로 16,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.6292752,129.1292382
7480110,울산과학고등학교,고등학교,울산,울산광역시 울주군 상북면 도동신리로,B,공식·이름일치(주소 다름) · 주소변환과 1.1km,35.598641453,129.1015713457
7480200,울산행복학교,특수학교,울산,울산광역시 울주군 언양읍 언양로 594,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.5522587,129.1746399
7480255,울산혜인학교,특수학교,울산,울산광역시 중구 북부순환도로 777,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.5744656,129.3372936
7501064,월봉초등학교,초등학교,울산,울산광역시 남구 팔등로 115,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,35.5480784034,129.3188594094
7480055,태연학교,특수학교,울산,울산광역시 북구 대안4길 60,G,학교이름 검색(Nominatim),35.6371171,129.4315287
9300188,세종누리학교,특수학교,세종,세종특별자치시  만남로 326-14,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.5253464,127.2429649
9300331,세종늘벗학교,각종학교(대안학교),세종,세종특별자치시 조치원읍 내창천로 52,G,주소변환(Nominatim),36.6033129,127.2856442
9300317,세종이음학교,특수학교,세종,세종특별자치시  집현부강로 15,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.5003769,127.3372852
9300025,조치원대동초등학교,초등학교,세종,세종특별자치시 조치원읍 대동학교길 ,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,36.5969550577,127.2941193447
7652166,건원초등학교,초등학교,경기,경기도 구리시 동구릉로 80,B,공식·이름일치(주소 다름) · 주소변환과 4.3km 어긋남(이전 여부 확인),37.6040586786,127.137578491
7741109,경기새울학교,각종학교(중),경기,경기도 이천시 율면 금율로862번길 231-20,X,못 찾음,,
7531602,경기오산소프트웨어고등학교,고등학교,경기,경기도 오산시 죽담4로 18,G,주소변환(Nominatim),37.1672401,127.047093
7530860,경은학교,특수학교,경기,경기도 남양주시 별내면 송산로 679,G,주소변환(Nominatim),37.7062852,127.1148178
7530410,계명고등학교,평생학교(고)-3년6학기,경기,경기도 수원시 장안구 장안로496번길 88,O,OSM 같은이름(유일) · 주소변환과 0.2km,37.3210301,126.9714144
7530869,계명고등학교(2년제),평생학교(고)-2년6학기,경기,경기도 수원시 장안구 장안로496번길 88,G,주소변환(Nominatim),37.3202794,126.9736305
7692004,고골초등학교,초등학교,경기,경기도 하남시 대성로 90,O,OSM 같은이름(유일) · 주소변환과 1.2km,37.5182928,127.1977259
7531360,고양송암고등학교,평생학교(고)-3년6학기,경기,경기도 고양시 일산동구 고봉로531번길 67-13,O,OSM 같은이름(유일),37.7058576,126.7791017
7531360,고양송암고등학교(2년제),평생학교(고)-2년6학기,경기,경기도 고양시 일산동구 고봉로531번길 67-13,O,OSM 같은이름(유일),37.7058576,126.7791017
7731019,곡수초등학교,초등학교,경기,경기도 양평군 지평면 곡수길 56,B,공식·이름일치(주소 다름),37.4184872212,127.6113777233
7541339,곡정초등학교,초등학교,경기,경기도 수원시 권선구 곡선로 7번,B,공식·이름일치(주소 다름),37.24086034,127.02569
7591015,광명광덕초등학교,초등학교,경기,경기도 광명시 오리로 841,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,37.4739336733,126.8659323
7621331,광성드림학교,각종학교(중),경기,경기도 고양시 일산서구 하이파크로 161,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.7038885,126.7578181
7531400,광성드림학교(고),각종학교(고),경기,경기도 고양시 일산서구 하이파크로 161,G,주소변환(Nominatim),37.7038905,126.7577143
7531271,광주새롬학교,특수학교,경기,경기도 광주시 초월읍 경수길 25,G,"주소변환(Photon, 도로명·번호 일치)",37.4190294,127.2870389
7781166,군서미래국제학교,각종학교(중),경기,경기도 시흥시 봉우재로37번길 5,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.3460855,126.7435607
7781177,군서미래국제학교(초),각종학교(초),경기,경기도 시흥시 봉우재로37번길 5,G,주소변환(Nominatim),37.3460856,126.7435607
7681028,금신초등학교,초등학교,경기,경기도 파주시 마음밭길 70,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,37.7683590394,126.7702710024
7751416,기흥중학교,중학교,경기,경기도 용인시 기흥구 기곡로 1-28,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.2496618,127.100182
local-ed7b022211a9,남양2중학교(개교예정),중학교,경기,경기도 오산시 북삼미로 119,G,주소변환(Nominatim),37.1860277,127.0615475
7652045,남양주양지초등학교,초등학교,경기,경기도 남양주시 오남읍 진건오남로 808번길,B,공식·이름일치(주소 다름),37.6990874478,127.2064926978
7631067,내기초등학교신영분교장,초등학교,경기,경기도 평택시 포승읍 신영새싹길 86-29,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.9536282,126.8780205
7531372,노비따스음악중고등학교,각종학교(고),경기,경기도 가평군 설악면 한서로 210번길 325,G,주소변환(Nominatim),37.6433262,127.5213672
7531254,다원학교,특수학교,경기,경기도 이천시 부발읍 부발중앙로46번길 21,X,못 찾음,,
7531604,다율고등학교,고등학교,경기,경기도 파주시 청암로 140,G,주소변환(Nominatim),37.7308912,126.7365814
7551058,대원초등학교,초등학교,경기,경기도 성남시 중원구 희망로343번길 24,O,OSM 이름 변형(지역명·분교장 표기 차이),37.4368696,127.1554217
7621299,덕이중학교,중학교,경기,경기도 고양시 일산서구 하이파크3로,B,공식·이름일치(주소 다름) · 주소변환과 0.5km,37.6921876926,126.7549202193
7621326,도래울초등학교,초등학교,경기,경기도 고양시 덕양구 도래울3로,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,37.6317385836,126.870579069
7530424,동방학교,특수학교,경기,경기도 평택시 소사1길 33,G,학교이름 검색(Nominatim),36.9919105,127.1250955
7692082,동부중학교,중학교,경기,경기도 하남시 신평로,B,공식·이름일치(주소 다름) · 주소변환과 1.3km,37.534117891,127.2030918194
7692087,동성고등공민학교,고등공민학교,경기,경기도 하남시 광암로148번길 67,X,못 찾음,,
7541075,동수원초등학교,초등학교,경기,경기도 수원시 영통구 동수원로 455,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,37.26956799,127.0405267548
7530425,동현학교,특수학교,경기,경기도 광주시 곤지암읍 광여로 555-55,G,주소변환(Nominatim),37.3585626,127.3744234
7531603,마루고등학교,고등학교,경기,경기도 오산시 탑동1길 67,X,못 찾음,,
7541059,매향중학교,중학교,경기,경기도 수원시 팔달구 매향삼일로 16,B,공식·이름일치(주소 다름),37.2857583273,127.0192070222
7530509,명현학교,특수학교,경기,경기도 고양시 덕양구 세솔로 138,O,OSM 같은이름(유일),37.6559697,126.8841574
7530426,명혜학교,특수학교,경기,경기도 안산시 상록구 해안로 865,O,OSM 같은이름(유일),37.2839778,126.8403466
7531609,모두학교,특수학교,경기,경기 안성시 보개면 보개원삼로 1001,G,주소변환(Nominatim),37.0614809,127.2979406
7681238,물향기초등학교,초등학교,경기,경기도 파주시 물향기1로 15,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,37.71118163,126.7255462
7692122,미사강변초등학교,초등학교,경기,경기도 하남시 미사강변북로 55번길,B,공식·이름일치(주소 다름),37.5758242462,127.1860041358
7679535,바른중학교,중학교,경기,경기도 화성시 동탄구 동탄신리천로9길 67,O,OSM 같은이름(유일),37.1818064,127.1379525
7561025,발곡초등학교,초등학교,경기,경기도 의정부시 동일로454번길,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,37.727243099,127.0724604487
7530427,밝은학교,특수학교,경기,경기도 고양시 일산서구 대화로37번길 104-9,G,주소변환(Nominatim),37.6672326,126.7221765
7781192,배곧라라초등학교,초등학교,경기,경기도 시흥시 서울대학로 249,B,공식·이름일치(주소 다름) · 주소변환과 1.4km,37.3693389,126.7230306179
7561026,배영초등학교,초등학교,경기,경기도 의정부시 가능로 135,B,공식·이름일치(주소 다름) · 주소변환과 0.6km,37.7481941581,127.0465848145
7652250,별가람중학교,중학교,경기,경기도 남양주시 별내3로 ,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,37.6591240247,127.1225367093
7681241,별하람중학교,중학교,경기,경기 파주시 가람로 121,G,주소변환(Nominatim),37.7387716,126.7654689
7751081,보라초등학교,초등학교,경기,경기도 용인시 기흥구 금화로 105,B,공식·이름일치(주소 다름),37.2639580976,127.1072221
7530940,복정고등학교,고등학교,경기,경기도 성남시 수정구 남위례로 93,B,공식·이름일치(주소 다름),37.4615283263,127.1372793983
7530659,부천상록학교,특수학교,경기,경기도 부천시 길주로 574,G,주소변환(Nominatim),37.5031556,126.7764977
7530415,부천실업고등학교,평생학교(고)-3년6학기,경기,경기도 부천시 오정로211번길 35-29,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.5279965,126.7814647
7530428,부천혜림학교,특수학교,경기,경기도 부천시 경인로304번길 26,G,주소변환(Nominatim),37.4807507,126.7900957
7631034,비전초등학교,초등학교,경기,경기도 평택시 비전1로 57번길,B,공식·이름일치(주소 다름),37.0015900682,127.0907770538
7781198,산현중학교,중학교,경기,경기도 시흥시 목감남서로 68,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,37.3750598123,126.8462127092
7531427,삼일고등학교,고등학교,경기,경기도 수원시 팔달구 매향삼일로 20,B,공식·이름일치(주소 다름),37.2863839311,127.0196791201
7530335,삼일공업고등학교,고등학교,경기,경기도 수원시 팔달구 매향삼일로 32,B,공식·이름일치(주소 다름),37.2855447349,127.0205554465
7679536,새동중학교,중학교,경기,경기도 화성시 만세구 남양읍 남양중앙로 391,G,주소변환(Nominatim),37.2034471,126.8212368
7531140,새솔학교,특수학교,경기,경기도 김포시 김포한강3로 315,G,주소변환(Nominatim),37.6405222,126.6558908
7530429,새얼학교,특수학교,경기,경기도 파주시 법원읍 술이홀로1333번길 69-1,X,못 찾음,,
7679534,서봉초등학교,초등학교,경기,경기도 화성시 향남읍 상신하길로195번길,B,공식·이름일치(주소 다름),37.1108896798,126.9071893073
7530430,성광학교,특수학교,경기,경기도 하남시 신장로55번길 71,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.5323863,127.2106977
7551046,성남제일초등학교,초등학교,경기,경기도 성남시 중원구 광명로 184,B,공식·이름일치(주소 다름),37.4389067635,127.1496107297
7530422,성남혜은학교,특수학교,경기,경기도 성남시 수정구 희망로518번길 8,G,주소변환(Nominatim),37.4503779,127.1531003
7530528,성문고등학교,고등학교,경기,경기도 안양시 만안구 성문길 1,B,공식·이름일치(주소 다름),37.3798430757,126.9246852221
7569075,성문중학교,중학교,경기,경기도 안양시 만안구 성문길 1,B,공식·이름일치(주소 다름),37.3798430757,126.9246852221
7530431,성심학교,특수학교,경기,경기도 오산시 독산성로 140-24,O,OSM 같은이름(유일) · 주소변환과 2.3km,37.1771497,127.0170021
7530423,성은학교,특수학교,경기,경기도 성남시 분당구 돌마로 866,G,"주소변환(Photon, 도로명·번호 일치)",37.4093118,127.144467
7781015,소래초등학교,초등학교,경기,경기도 시흥시 호현로 27번길,B,공식·이름일치(주소 다름),37.4426153107,126.7846566022
7530170,소명여자고등학교,고등학교,경기,경기도 부천시 원미구 부일로 571번길,B,공식·이름일치(주소 다름),37.4878229819,126.7913100326
7531112,송민학교,특수학교,경기,경기도 의정부시 민락로 262,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.7456357,127.1071654
7530432,수원서광학교,특수학교,경기,경기도 수원시 장안구 장안로 517,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.3109007,126.9872035
7681239,숲노을초등학교,초등학교,경기,경기도 파주시 초롱꽃로 61,B,공식·이름일치(주소 다름),37.71272985,126.7110615
7531516,쉐마글로벌학교(고),각종학교(고),경기,경기도 양주시 은현면 화합로1080번길 184-50,G,주소변환(Nominatim),37.8488082,127.0277694
7531515,쉐마글로벌학교(중),각종학교(중),경기,경기도 양주시 은현면 화합로1080번길 184-50,G,주소변환(Nominatim),37.8488082,127.0277694
7531514,쉐마글로벌학교(초),각종학교(초),경기,경기도 양주시 은현면 화합로1080번길 184-50,G,주소변환(Nominatim),37.8488082,127.0277694
7761124,신나는학교,각종학교(중),경기,경기도 안성시 보개면 복평길 18,X,못 찾음,,
7531405,신나는학교(고),각종학교(고),경기,경기도 안성시 보개면 복평길 18,X,못 찾음,,
7621024,신능중학교,중학교,경기,경기도 고양시 덕양구 충장로 ,B,공식·이름일치(주소 다름) · 주소변환과 4.7km 어긋남(이전 여부 확인),37.61956704,126.8354976922
7531528,신동고등학교,고등학교,경기,경기도 화성시 동탄신동 2길 5,B,공식·이름일치(주소 다름),37.17559214,127.1366328
7531607,신양고등학교,고등학교,경기,경기도 김포시 양촌읍 양곡3로 57,G,주소변환(Nominatim),37.6605801,126.6370002
7621314,신원중학교,중학교,경기,경기도 고양시 덕양구 신원2로,B,공식·이름일치(주소 다름) · 주소변환과 0.7km,37.66750838,126.8877767711
7631011,신한중학교,중학교,경기,경기도 평택시 신한1길 ,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,36.99356942,127.1044176634
7692192,신현초등학교,초등학교,경기,경기도 광주시 오포읍 신현로12번길,B,공식·이름일치(주소 다름),37.3568190575,127.1473060538
7531111,아름학교,특수학교,경기,경기도 수원시 영통구 광교로 32,O,OSM 같은이름(유일),37.2851158,127.0397197
7530506,안양상업고등학교,평생학교(고)-3년6학기,경기,경기도 안양시 만안구 냉천로 38,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.3974568,126.9193494
7530870,안양상업고등학교(2년제),평생학교(고)-2년6학기,경기,경기도 안양시 만안구 냉천로 38,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.3974568,126.9193494
7530635,안양해솔학교,특수학교,경기,경기도 안양시 만안구 호암로30번길 61,O,OSM 같은이름(유일) · 주소변환과 0.1km,37.4346991,126.9131666
7692030,양벌초등학교,초등학교,경기,경기도 광주시 양벌동 290-20,B,공식·이름일치(주소 다름),37.3794627836,127.2561851407
local-f9be03feedaa,양주2고(개교예정),고등학교,경기,경기도 양주시 고덕로 15,G,주소변환(Nominatim),37.8020807,127.0749238
7531326,양주도담학교,특수학교,경기,경기도 양주시 옥정서로5길 121,O,OSM 같은이름(유일) · 주소변환과 0.2km,37.8338715,127.0810453
7530434,에바다학교,특수학교,경기,경기도 평택시 진위면 하북4길 129-23,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.1128545,127.0665518
7530278,여주자영농업고등학교,고등학교,경기,경기도 여주시 세종대왕면 농도원1길 76,B,공식·이름일치(주소 다름),37.2960284243,127.6211937022
7541035,영신중학교,중학교,경기,경기도 수원시 권선구 삼천병마로 1566-30,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,37.2419091277,126.9669823443
7679087,오산초등학교,초등학교,경기,경기도 오산시 고을1길 27,G,학교이름 검색(Nominatim),37.1447167,127.0500355
7531605,오포고등학교,고등학교,경기,경기도 광주시 태성3로 35,G,주소변환(Nominatim),37.3748519,127.2291224
7692237,오포중학교,중학교,경기,경기도 광주시 오포로 877,G,주소변환(Nominatim),37.358025,127.2173325
7602154,옥정호수초등학교,초등학교,경기, 경기도 양주시 옥정동 1044,B,공식·이름일치(주소 다름) · 주소변환과 1.2km,37.82329418,127.0999516
7530996,용인강남학교,특수학교,경기,경기도 용인시 기흥구 강남동로140번길 1-7,O,OSM 같은이름(유일),37.2774214,127.1352686
7531392,용인다움학교,특수학교,경기,경기도 용인시 처인구 백옥대로1191번길 162,O,OSM 같은이름(유일),37.2509899,127.1998226
7751410,용인초당초등학교,초등학교,경기,경기도 용인시 기흥구 동백중앙로 78,G,주소변환(Nominatim),37.2674857,127.1567241
7621082,용정초등학교,초등학교,경기,경기도 고양시 덕양구 은빛로17번길 ,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,37.6385487471,126.829704657
7531600,용죽고등학교,고등학교,경기,경기도 평택시 용죽2로 100,O,OSM 같은이름(유일) · 주소변환과 0.4km,36.9965079,127.1259357
7681242,운정중앙중학교,중학교,경기,경기도 파주시 물향기1로 140,G,주소변환(Nominatim),37.7123865,126.7266683
7681240,운정중앙초등학교,초등학교,경기,경기도 파주시 물향기1로 141,B,공식·이름일치(주소 다름) · 주소변환과 1.0km,37.72139193,126.7273512
7541141,원일초등학교,초등학교,경기,경기도 수원시 영통구 중부대로448번길 84번지,O,OSM 같은이름(유일),37.3324554,126.8037485
7551331,위례해솔초등학교,초등학교,경기,경기도 성남시 수정구 남위례로 131,G,학교이름 검색(Nominatim),37.4609724,127.1399547
7530202,율곡고등학교,고등학교,경기,경기도 파주시 법원읍 사임당로 905,B,공식·이름일치(주소 다름) · 주소변환과 3.9km 어긋남(이전 여부 확인),37.849383396,126.8811345
7531396,의왕정음학교,특수학교,경기,경기도 의왕시 벌모루길 74,G,주소변환(Nominatim),37.3948168,126.9921023
7541330,이의초등학교,초등학교,경기,경기도 수원시 영통구 법조로 150,B,공식·이름일치(주소 다름),37.293076714,127.0756898013
7530436,인덕학교,특수학교,경기,경기도 광주시 사기막길95번길 59,G,주소변환(Nominatim),37.4123809,127.2295633
7530987,자운학교,특수학교,경기,경기도 파주시 교하로 220,O,OSM 같은이름(유일) · 주소변환과 2.3km,37.7189831,126.7423932
7530437,자혜학교,특수학교,경기,경기도 수원시 권선구 수봉로 47,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.2646887,126.9768742
7701025,전곡초등학교적동분교장(폐교),초등학교,경기,경기도 연천군 전곡읍 첫마을길 17,G,주소변환(Nominatim),37.9479009,126.9775177
7761010,죽산중학교,중학교,경기,경기도 안성시 죽산면 죽산향교길 54-40,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,37.0820284872,127.4248873171
7531295,중앙예닮학교,각종학교(고),경기,경기도 용인시 수지구 포은대로 91-19,G,주소변환(Nominatim),37.2986875,127.0615164
7531606,진덕고등학교,고등학교,경기,경기도 용인시 처인구 고림로186번길 93,X,못 찾음,,
7531276,진영고등학교,평생학교(고)-3년6학기,경기,경기도 부천시 호현로387번길 41,O,OSM 이름 변형(지역명·분교장 표기 차이) · 주소변환과 0.1km,37.4719712,126.7901768
7530871,진영고등학교(2년제),평생학교(고)-2년6학기,경기,경기도 부천시 호현로 387번길 41,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",37.4723636,126.7910932
7581039,진영중학교,평생학교(중)-2년6학기,경기,경기도 부천시 은성로2번길 60,G,주소변환(Nominatim),37.4738084,126.7910935
7781106,진영초등학교,평생학교(초)-4년12학기,경기,경기도 시흥시 포도원로 39,G,주소변환(Nominatim),37.4354374,126.7868004
local-632c2aeb1e60,진접1중(202803신설예정),중학교,경기,경기도 남양주시 경춘로 520,G,주소변환(Nominatim),37.6083772,127.1622697
local-2022ab15ea76,진접1초(202803신설예정),초등학교,경기,경기도 남양주시 경춘로 520,G,주소변환(Nominatim),37.6083772,127.1622697
7530510,창인학교,특수학교,경기,경기도 양평군 단월면 백동길 92,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",37.5381301,127.6865517
7530130,퇴계원고등학교,고등학교,경기,경기도 남양주시 퇴계원읍 퇴계원로 ,B,공식·이름일치(주소 다름) · 주소변환과 1.6km,37.6603944,127.1450751088
7621293,티엘비유글로벌학교(중),각종학교(중),경기,경기도 고양시 덕양구 내유길 231,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.7192362,126.8531497
7621292,티엘비유글로벌학교(초),각종학교(초),경기,경기도 고양시 덕양구 내유길 231,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.7192362,126.8531497
7631296,평안초등학교,초등학교,경기,경기도 평택시 진위면 삼남로 834,G,학교이름 검색(Nominatim),37.0556984,127.0913377
7530132,평택고등학교,고등학교,경기,경기도 평택시 평택2로 101,B,공식·이름일치(주소 다름) · 주소변환과 1.7km,36.98973504,127.1083222536
7531371,하늘꿈중고등학교,각종학교(고),경기,경기도 성남시 수정구 성남대로1518번길 11,G,주소변환(Nominatim),37.4656641,127.1277542
7551269,하늘꿈중고등학교(중),각종학교(중),경기,경기도 성남시 수정구 성남대로1518번길 11,G,주소변환(Nominatim),37.4656641,127.1277542
1342101,한국경진학교,특수학교,경기,경기도 고양시 일산동구 일산로 341,G,주소변환(Nominatim),37.6653018,126.7825544
1342100,한국선진학교,특수학교,경기,경기도 안산시 상록구 이호로 113,O,OSM 같은이름(유일),37.2878171,126.8692078
7531048,한길학교,특수학교,경기,경기도 안성시 고삼면 행복길 25,O,OSM 같은이름(유일),37.0844862,127.2645044
7530440,한사랑학교,특수학교,경기,경기도 광주시 초월읍 산수로554번길 59-12,X,못 찾음,,
7530540,한우리학교,특수학교,경기,경기도 화성시 정남면 관항길 243,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,37.1799265,126.9643207
7692238,한홀중학교,중학교,경기,경기도 하남시 조정대로 115,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.5539857,127.1914665
