공고번호,공고명,기관명,공고일,마감일,계약구분,거래구분,키워드,조회창
202511280763926,2025학년도 연구학교 운영을 위한 AI디지털 교육자료(수학) 구독료 지출,호암초등학교,2025-11-28,2025-12-03 18:00,1인수의,용역,구독,20250917~20251215
202511280762835,2025학년도 영어(4-2) AIDT(교육자료) 구독,서울영화초등학교,2025-11-28,2025-12-01 18:00,1인수의,물품,구독,20250917~20251215
202511280762362,디지털 선도학교 운영 라이센스 및 콘텐츠 구독,홍천남산초등학교,2025-11-28,2025-11-30 18:00,1인수의,물품,구독,20250917~20251215
202511280762057,2025학년도 2학기 교육자료 AIDT 구독료 견적요청,대전옥계초등학교,2025-11-28,2025-12-01 10:00,1인수의,물품,구독,20250917~20251215
202511280761991,2학기 AIDT교육자료 구독,서울신계초등학교,2025-12-01,2025-12-03 10:50,1인수의,물품,구독,20250917~20251215
202511270760818,2025. AI디지털교과서 교육자료 수학 구독,용아초등학교,2025-11-27,2025-11-28 10:00,1인수의,물품,구독,20250917~20251215
202511270760347,2025. 오창초 영어 AI 디지털교과서 교육자료 구독료 견적요청,오창초등학교,2025-11-27,2025-11-28 16:00,1인수의,물품,구독,20250917~20251215
202511270760287,"2025. 오창초 2학기 3,4학년 2학기 수학 AIDT 구독료 견적요청",오창초등학교,2025-11-27,2025-11-28 16:00,1인수의,물품,구독,20250917~20251215
202511270760025,미죽초등학교 2학기 AIDT 교육자료 구독 용역 견적요청,미죽초등학교,2025-11-27,2025-11-28 18:40,1인수의,용역,구독,20250917~20251215
202511270759224,2025학년도 2학기 4학년 AIDT 교육자료 구독,천안쌍정초등학교,2025-11-28,2025-12-01 12:00,1인수의,물품,구독,20250917~20251215
202511270757499,2025학년도 2학기 AIDT교육자료구독료 용역 견적,서울중곡초등학교,2025-11-27,2025-12-02 18:00,1인수의,용역,구독,20250917~20251215
202511260756541,교육신문 베리타스 알파 연간제휴 및 정기구독,풍산고등학교,2025-11-26,2025-11-28 16:00,1인수의,물품,구독,20250917~20251215
202511260756210,2025학년도 2학기 교육자료 AIDT 구독료 견적요청,대전옥계초등학교,2025-11-26,2025-11-27 18:00,1인수의,용역,구독,20250917~20251215
202511260755460,통합형 AI서비스 3개월 구독,한일고등학교,2025-11-26,2025-11-26 18:30,1인수의,물품,구독,20250917~20251215
202511260753178,2025년 충주삼원초등학교 AI 디지털교과서 교육자료 구독료,충주삼원초등학교,2025-11-26,2025-11-28 18:00,1인수의,물품,구독,20250917~20251215
202511250751890,2025학년도 홍성고등학교 AI 디지털 교육자료 구독,충남홍성고등학교,2025-11-27,2025-11-27 15:00,1인수의,물품,구독,20250917~20251215
202511250750047,2025학년도 AIDT(교육자료) 구독,서울영화초등학교,2025-11-25,2025-12-01 18:00,2인수의,물품,구독,20250917~20251215
202511250749868,2025학년도 쳇GPT 프로그램 구독 결제,대전대성여자고등학교,2025-11-25,2025-11-28 18:00,1인수의,물품,구독,20250917~20251215
202511240747850,2026년도 축구부 영상분석 프로그램 구독,경북영덕고등학교,2025-11-24,2025-11-29 15:50,1인수의,물품,구독,20250917~20251215
202511240746795,2025학년도 AI 반도체 레이아웃 설계 동아리실 소프트웨어 구독,부산기계공업고등학교,2025-11-24,2025-11-24 23:00,1인수의,물품,구독,20250917~20251215
202511210741054,정보컴퓨터과 온라인 학습 플랫폼 구독,이화여대미디어고등학교,2025-11-21,2025-11-26 16:00,1인수의,물품,구독,20250917~20251215
202511200739827,2025학년도 홍성고등학교 AI 디지털 교육자료 구독,충남홍성고등학교,2025-11-27,2025-11-27 15:00,1인수의,물품,구독,20250917~20251215
202511200739716,속초고 선도학교 및 AIEP 선도학교 소프트웨어 구독 견적요청,속초고등학교,2025-11-20,2025-11-25 10:00,1인수의,물품,구독,20250917~20251215
202511170724258,감계초등학교 AI.디지털 교육자료 구독,감계초등학교,2025-11-17,2025-11-17 23:30,1인수의,용역,구독,20250917~20251215
202511140721281,2025학년도 Cat gpt 및 플러스 구독형 서비스 구독료 견적 요청,순천강남여자고등학교,2025-11-14,2025-11-17 10:00,1인수의,물품,구독,20250917~20251215
202511130720653,디지털 기반교육혁신 선도학교 운영 AIDT 구독,동백초등학교,2025-11-14,2025-11-19 10:00,1인수의,물품,구독,20250917~20251215
202511120714442,"무주초등학교 클래스팅 사회, 과학 구독료",무주초등학교,2025-11-12,2025-11-14 18:00,1인수의,물품,구독,20250917~20251215
202511120714262,2025년도 국어 교과 교육용 소프트웨어 구독 요청,상지여자중학교,2025-11-12,2025-11-13 18:00,1인수의,물품,구독,20250917~20251215
202511110711509,정평초등학교 디지털 선도학교 코칭 네트워크 구독형 소프트웨어 구매,정평초등학교,2025-11-11,2025-11-13 18:00,1인수의,물품,구독,20250917~20251215
202511110711095,2025. 2학기 AI 디지털 교육자료 구독 수학,영천초등학교,2025-11-11,2025-11-12 10:00,1인수의,용역,구독,20250917~20251215
202511100708975,선주초 디지털선도학교 운영 교육용 소프트웨어 구독 견적요청,선주초등학교,2025-11-10,2025-11-14 10:00,1인수의,물품,구독,20250917~20251215
202511070701946,2025 신탄진중 2학기 교육자료 AIDT 구독 계약 견적 요청,신탄진중학교,2025-11-07,2025-11-07 18:00,1인수의,물품,구독,20250917~20251215
202511060701008,2025. 2학기 AI 디지털 교육자료 구독 영어,영천초등학교,2025-11-06,2025-11-07 16:00,1인수의,용역,구독,20250917~20251215
202511060700755,2025. 2학기 AI 디지털 교육자료 구독 수학,영천초등학교,2025-11-06,2025-11-07 16:00,1인수의,용역,구독,20250917~20251215
202511060698050,장학초등학교 2학기 AI디지털교과서 교육자료 구독 계약 견적 요청,장학초등학교,2025-11-06,2025-11-11 10:30,1인수의,물품,구독,20250917~20251215
202511050696160,가곡고등학교 AIDT 교육자료 구독,가곡고등학교,2025-11-05,2025-11-10 18:00,1인수의,물품,구독,20250917~20251215
202511050694855,2025 신탄진중 2학기 교육자료 AIDT 구독 계약 견적 요청,신탄진중학교,2025-11-05,2025-11-07 16:00,1인수의,물품,구독,20250917~20251215
202511050694811,2025 신탄진중 2학기 교육자료 AIDT 구독 계약 견적 요청,신탄진중학교,2025-11-05,2025-11-07 16:00,1인수의,물품,구독,20250917~20251215
202511040690597,전북미래학교AI기반학생맞춤형수업 구독계약,원광중학교,2025-11-04,2025-11-09 18:00,1인수의,물품,구독,20250917~20251215
202511040690481,중1 영어 AIDT 교육자료 5개월 구독료,대동여자중학교,2025-11-04,2025-11-05 11:50,1인수의,용역,구독,20250917~20251215
202511040690441,AI디지털교과서 중1 수학 구독료 5개월 구독료,대동여자중학교,2025-11-04,2025-11-05 11:50,1인수의,용역,구독,20250917~20251215
202511040690293,교육용 로봇 교구 및 AI컨텐츠 구독료 견적요청,서울공진초등학교,2025-11-04,2025-11-05 12:00,1인수의,물품,구독,20250917~20251215
202511030685913,군산대성중 AI정보교육 코들 Pro구독 견적,군산대성중학교,2025-11-03,2025-11-07 11:00,1인수의,물품,구독,20250917~20251215
202510310683906,중부초등학교 AIDT 구독 견적 요청,양산중부초등학교,2025-10-31,2025-11-05 18:00,1인수의,물품,구독,20250917~20251215
202510310682249,2025학년도 AI 온라인 독서학습 서비스 구독,전주효천초등학교,2025-10-31,2025-11-03 09:00,1인수의,물품,구독,20250917~20251215
202510300680178,2학기 AIDT 디지털교과서 고등공통수학2 구독 계약,함백고등학교,2025-10-30,2025-11-03 15:30,1인수의,물품,구독,20250917~20251215
202510300680142,2학기 AIDT 디지털교과서 구독 계약,함백고등학교,2025-10-30,2025-11-03 09:00,1인수의,물품,구독,20250917~20251215
202510290676452,[목] 직업계고 융복합 미래인재양성 육성 AI 교육용 콘텐츠 구독료,진성여자고등학교,2025-10-29,2025-10-30 18:00,1인수의,물품,구독,20250917~20251215
202510290676042,2025학년도 2학기 AI디지털교육자료 구독 견적 요청,서울덕암초등학교,2025-10-29,2025-10-30 15:40,1인수의,용역,구독,20250917~20251215
202510290675743,2025학년도 2학기 영어 교육자료 AIDT 구독 계약,동대전초등학교,2025-10-29,2025-10-29 16:00,1인수의,용역,구독,20250917~20251215
202510280672185,2025학년도 2학기 영어 교육자료 AIDT 구독 계약,동대전초등학교,2025-10-29,2025-10-29 14:00,1인수의,용역,구독,20250917~20251215
202510280669527,2025년 낙동고 정기간행물 구독 견적요청,낙동고등학교,2025-10-28,2025-10-30 10:00,1인수의,물품,구독,20250917~20251215
202510240661864,목포정명여중 챗지피티5 플러스 5개월 구독권 구매,목포정명여자중학교,2025-10-24,2025-10-24 18:00,1인수의,물품,구독,20250917~20251215
202510240661592,섬강초등학교 AIDT구독 견적요청,섬강초등학교,2025-10-24,2025-10-27 18:00,1인수의,물품,구독,20250917~20251215
202510240660704,목포정명여중 챗지피티5 플러스 5개월 구독권 구매,목포정명여자중학교,2025-10-24,2025-10-24 18:00,1인수의,물품,구독,20250917~20251215
202510140629578,[목] 디지털기반 학생맞춤교육 콘텐츠 클래스팅AI 구독료,진성여자고등학교,2025-10-14,2025-10-15 18:00,1인수의,물품,구독,20250917~20251215
202509300615358,AI 디지털교과서공통수학2 구독 용역,동일미래과학고등학교,2025-09-30,2025-09-30 16:40,1인수의,용역,구독,20250917~20251215
202509290612575,AI 디지털교과서공통수학2 구독 용역,동일미래과학고등학교,2025-09-29,2025-09-30 14:00,1인수의,용역,구독,20250917~20251215
202509240600872,2025학년도 학교도서관 정기 간행물 구독 견적요청,영도여자고등학교,2025-09-24,2025-09-29 12:00,1인수의,물품,구독,20250917~20251215
202509230599501,거성초등학교 초피티 연간 구독료 견적 요청,거성초등학교,2025-09-23,2025-09-26 13:00,1인수의,물품,구독,20250917~20251215
202509230598968,2026학년도 수시 AI진로진학상담 프로그램 구독,원광여자고등학교,2025-09-23,2025-09-23 17:20,1인수의,물품,구독,20250917~20251215
202509230597759,교사 연구용 AI 허브 구독료,영락중학교,2025-09-23,2025-09-26 18:00,1인수의,물품,구독,20250917~20251215
202509190591898,2025학년도 디지털이해교육지원 운영 관련 생성형 AI 구독,대전대성여자고등학교,2025-09-19,2025-09-25 14:30,1인수의,물품,구독,20250917~20251215
202509190590035,2026학년도 수시 AI 진로진학상담 프로그램 구독,원광여자고등학교,2025-09-19,2025-09-20 08:40,1인수의,용역,구독,20250917~20251215
202509170583154,2026학년도 수시 AI 진로진학상담 프로그램 구독 견적 요청,원광여자고등학교,2025-09-17,2025-09-18 08:00,1인수의,물품,구독,20250917~20251215
202603131064120,담양남초등학교 지니아튜터 구독 견적요청,담양남초등학교,2026-03-13,2026-03-16 15:30,1인수의,용역,구독,20251216~20260315
202603131061857,2026.의령중학교 도서관 정기간행물 구독 계약,의령중학교,2026-03-13,2026-03-16 18:00,1인수의,물품,구독,20251216~20260315
202603111055528,2026 증산초 밀크T 구독,정선증산초등학교,2026-03-11,2026-03-13 23:30,1인수의,용역,구독,20251216~20260315
202603101048059,2026학년도 정기간행물 구독,하백초등학교,2026-03-10,2026-03-11 15:00,1인수의,물품,구독,20251216~20260315
202603101047505,2026학년도 전북과학고 정기간행물 구독,전북과학고등학교,2026-03-10,2026-03-15 18:00,1인수의,용역,구독,20251216~20260315
202603091046299,2026학년도 수원형도제교육 생성형AI 구독 서비스 제공,삼일공업고등학교,2026-03-09,2026-03-10 17:00,1인수의,용역,구독,20251216~20260315
202603061038119,2026학년도 완주고 정기간행물 구독,완주고등학교,2026-03-06,2026-03-11 10:00,1인수의,물품,구독,20251216~20260315
202602271024722,"2026학년 디지털 교과서형 AI, 디지털교육자료 구독",대구다사초등학교,2026-02-27,2026-02-28 18:00,1인수의,물품,구독,20251216~20260315
202602271024495,"2026학년 디지털 교과서형 AI, 디지털교육자료 구독",대구다사초등학교,2026-02-27,2026-02-28 15:30,1인수의,물품,구독,20251216~20260315
202602261020828,2026학년도 교과서형 AI·디지털 교육자료 구독 계약,대구새론초등학교,2026-02-26,2026-02-26 23:00,1인수의,물품,구독,20251216~20260315
202602261019619,2026학년도 교과서형 AI·디지털 교육자료 구독 계약,대구새론초등학교,2026-02-26,2026-02-26 12:00,1인수의,물품,구독,20251216~20260315
202602251018762,2026학년도 교과서형 AI디지털 영어 교육자료 구독,대구대실초등학교,2026-02-26,2026-02-26 15:00,1인수의,물품,구독,20251216~20260315
202602251018746,2026학년도 교과서형 AI디지털 수학 교육자료 구독,대구대실초등학교,2026-02-26,2026-02-26 15:00,1인수의,물품,구독,20251216~20260315
202602251015522,교육용 스마트 AI 프로그램 구독 용역 견적요청,동원중학교,2026-02-25,2026-03-01 18:00,1인수의,용역,구독,20251216~20260315
202602241008927,병곡초등학교병설유치원 테비박스 누리과정 콘텐츠 구독 용역,병곡초등학교,2026-02-24,2026-02-24 18:00,1인수의,용역,구독,20251216~20260315
202602200990703,오안초등학교 공기청정기 및 비데 구독 용역,오안초등학교,2026-02-20,2026-02-25 18:00,1인수의,용역,구독,20251216~20260315
202602190984538,학교 디지털 역량 강화를 위한 EDU 플러스 운영 라이선스 구독,논산여자중학교,2026-02-19,2026-02-19 18:00,1인수의,물품,구독,20251216~20260315
202602100957374,학교 디지털 역량 강화를 위한 EDU 운영학교 구글 라이선스 구독료 구입,아산온양고등학교,2026-02-10,2026-02-11 18:00,1인수의,물품,구독,20251216~20260315
202602060947332,학교 디지털 역량 강화를 위한 edu플러스 운영 구글라이선스 구독,아산인주중학교,2026-02-06,2026-02-09 18:00,1인수의,용역,구독,20251216~20260315
202602050942074,학교 디지털 역량 강화를 위한 에듀플러스 운영학교 구글 라이선스 구독 계약,천안공업고등학교,2026-02-05,2026-02-05 16:40,1인수의,물품,구독,20251216~20260315
202601300927596,전주영생고 제107회 전국체육대회 대비 경기영상 소프트웨어 구독 견적요청,전주영생고등학교,2026-01-30,2026-01-30 18:50,1인수의,물품,구독,20251216~20260315
202601300925533,2026 학교 디지털 역량강화를 위한 EDU운영학교 운영 용역 구독 계약 체결,인지중학교,2026-01-30,2026-01-31 23:00,1인수의,물품,구독,20251216~20260315
202601290922882,학교 디지털 역량 강화를 위한 EDU플러스 운영학교 1개교 구글 라이선스 구독,금산고등학교,2026-01-29,2026-01-30 12:00,1인수의,물품,구독,20251216~20260315
202601290922569,20252026 디지털 교육혁신 지원을 위한 EDU 구독 신청,호서고등학교,2026-01-29,2026-02-03 11:00,1인수의,물품,구독,20251216~20260315
202601290922171,구글 에듀케이션 플러스 라이선스 구독,복자여자중학교,2026-01-29,2026-01-31 10:30,1인수의,물품,구독,20251216~20260315
202601290922112,2026년 논산여자고등학교 EDU플러스 구글 라이선스 구독,논산여자고등학교,2026-01-29,2026-01-30 11:00,1인수의,물품,구독,20251216~20260315
202601280920537,학교 디지털 역량 강화를 위한 EDU 플러스 운영학교 1개교 구글 라이선스 구독료,온양동신초등학교,2026-01-28,2026-01-29 09:00,1인수의,용역,구독,20251216~20260315
202601280917984,예산고등학교 에듀플러스 관련 구독료 견적,충남예산고등학교,2026-01-28,2026-01-28 14:00,1인수의,물품,구독,20251216~20260315
202601270917548,학교 디지털 역량 강화를 위한 EDUplus 운영학교 구글 라이선스 구독,환서중학교,2026-01-27,2026-01-28 15:00,1인수의,물품,구독,20251216~20260315
202601270915660,부석중학교 EDU 플러스 구글 라이선스 구독권 계약,부석중학교,2026-01-27,2026-01-27 19:00,1인수의,물품,구독,20251216~20260315
202601270915566,양신초 디지털 역량 강화를 위한 edu 운영학교 라이선스 구독료,양신초등학교,2026-01-27,2026-01-27 15:00,1인수의,물품,구독,20251216~20260315
202601270915366,학교 디지털 역량 강화를 위한 EDU플러스 운영학교 1개교 구글 라이선스 구독,충남외국어고등학교,2026-01-27,2026-01-29 10:00,1인수의,물품,구독,20251216~20260315
202601260913402,학교 디지털 역량 강화를 위한 EDUPlus 운영학교 구글 라이선스 구독 계약,서천중학교,2026-01-26,2026-01-27 09:00,1인수의,물품,구독,20251216~20260315
202601260913260,20252026학년도 EDU 운영학교 구글 라이선스 구독 계약,천안두정고등학교,2026-01-26,2026-01-26 18:10,1인수의,물품,구독,20251216~20260315
202601260912570,용봉초 에듀플러스 운영학교 라이선스 구독료,용봉초등학교,2026-01-26,2026-01-28 12:00,1인수의,용역,구독,20251216~20260315
202601260912459,EDU 운영을 위한 구글 및 제미나이 구독료,한들물빛초등학교,2026-01-26,2026-01-29 11:30,1인수의,물품,구독,20251216~20260315
202601260912444,천안호수초등학교 EDU플러스 운영 소프트웨어 구독료,천안호수초등학교,2026-01-26,2026-01-26 15:00,1인수의,물품,구독,20251216~20260315
202601260912029,구글워크스페이스 에듀케이션 플러스 라이선스 구독,공주고등학교,2026-01-26,2026-01-28 18:00,1인수의,물품,구독,20251216~20260315
202601260911665,학교 디지털 역량 강화를 위한 에듀플러스 운영학교 라이선스 구독,온양풍기초등학교,2026-01-26,2026-01-28 10:00,1인수의,물품,구독,20251216~20260315
202601230909177,디지털 역량 강화를 위한 eduplus 운영학교 라이선스 구독,천안초등학교,2026-01-23,2026-01-27 10:00,1인수의,물품,구독,20251216~20260315
202601230909034,EDU플러스 운영학교 구글 라이선스 구독료 지급,충남예산초등학교,2026-01-26,2026-01-31 09:00,1인수의,물품,구독,20251216~20260315
202601220908332,온양용화중학교 구글 라이선스 구독료,온양용화중학교,2026-01-22,2026-01-22 19:20,1인수의,물품,구독,20251216~20260315
202601220907987,온양용화중학교 구글 라이선스 구독료,온양용화중학교,2026-01-22,2026-01-22 15:00,1인수의,물품,구독,20251216~20260315
202601220907060,학교 디지털 역량 강화를 위한 edu 운영학교 라이선스 구독,합덕제철고등학교,2026-01-22,2026-01-22 16:00,1인수의,물품,구독,20251216~20260315
202601210904645,광시중학교 디지털 역량 강화를 위한 edu 운영학교 라이선스 구독료,광시중학교,2026-01-21,2026-01-21 16:30,1인수의,물품,구독,20251216~20260315
202601210904555,학교 디지털 역량 강화를 위한 EDU플러스 운영학교 구글라이선스 구독,천안능수초등학교,2026-01-21,2026-01-21 16:40,1인수의,물품,구독,20251216~20260315
202601210904237,학교 디지털 역량 강화를 위한 EDU플러스 운영학교 구글라이선스 구독,천안능수초등학교,2026-01-21,2026-01-22 11:00,1인수의,물품,구독,20251216~20260315
202601200902576,모산초등학교 EDU PLUS 운영학교 라이선스 구독,모산초등학교,2026-01-20,2026-01-21 16:30,1인수의,물품,구독,20251216~20260315
202601200902568,홍성여자중학교 EDU 운영학교 라이선스 구독료,홍성여자중학교,2026-01-20,2026-01-22 09:00,1인수의,물품,구독,20251216~20260315
202601200902379,학교 디지털 역량 강화를 위한 EDU Plus 운영학교 라이선스 구독,서림여자중학교,2026-01-20,2026-01-20 16:20,1인수의,물품,구독,20251216~20260315
202601200902351,2026학년도 디지털 역량 강화를 위한 EDUPlus 운영학교 라이선스 구독,아산초등학교,2026-01-20,2026-01-21 09:00,1인수의,물품,구독,20251216~20260315
202601200902202,Google AI Pro 구글 제미나이 어드밴스드 안심구독,양서고등학교,2026-01-20,2026-01-20 18:00,1인수의,물품,구독,20251216~20260315
202601200902096,구글 라이선스 구독료 용역 계약,대덕초등학교,2026-01-20,2026-01-20 17:20,1인수의,용역,구독,20251216~20260315
202601200901802,EDU 운영학교 라이센스 구독료 견적,청신여자중학교,2026-01-20,2026-01-20 14:00,1인수의,물품,구독,20251216~20260315
202601200901443,목천중학교 학교 디지털 역량 강화 EDU 구글 라이선스 구독 견적요청,목천중학교,2026-01-20,2026-01-20 18:00,1인수의,물품,구독,20251216~20260315
202601190900375,광시중학교학교 디지털 역량 강화를 위한 EDU 운영학교 라이선스 구독료,광시중학교,2026-01-19,2026-01-20 17:30,1인수의,용역,구독,20251216~20260315
202601190900368,EDU 운영학교 라이센스 구독료 견적요청,청신여자중학교,2026-01-19,2026-01-19 17:30,1인수의,용역,구독,20251216~20260315
202601190899804,학교 디지털 역량 강화를 위한 EDU 운영학교 구글 라이선스 구독,성거초등학교,2026-01-19,2026-01-19 15:00,1인수의,물품,구독,20251216~20260315
202601190899724,학교 디지털 역량 강화를 위한 edu 운영학교 라이선스 구독,음암중학교,2026-01-19,2026-01-21 15:00,1인수의,물품,구독,20251216~20260315
202601190899685,학교 디지털 역량 강화를 위한 EDU 운영학교 구글 라이선스 구독료,성거초등학교,2026-01-19,2026-01-19 15:20,1인수의,용역,구독,20251216~20260315
202601190899660,EDU 운영학교 라이센스 구독료 견적요청,청신여자중학교,2026-01-19,2026-01-19 17:30,1인수의,물품,구독,20251216~20260315
202601190899126,학교 디지털 역량 강화를 위한 EDUPlus운영학교 구글 라이선스 구독,설화중학교,2026-01-19,2026-01-20 13:00,1인수의,물품,구독,20251216~20260315
202601160897330,디지털 역량강화 EDU 운영학교 구글 라이선스 구독,천안서여자중학교,2026-01-16,2026-01-21 15:00,1인수의,물품,구독,20251216~20260315
202601160897255,2026년 에듀플러스 운영학교 구글 라이선스 구독료,시량초등학교,2026-01-16,2026-01-19 15:00,1인수의,물품,구독,20251216~20260315
202601160896923,대정초등학교 디지털 역량 강화 구글 라이선스 구독,홍성대정초등학교,2026-01-22,2026-01-26 10:00,1인수의,물품,구독,20251216~20260315
202601160896245,충남과학고등학교 디지털 역량 강화를 위한 edu플러스 운영 학교 라이선스 구독 견적요청,충남과학고등학교,2026-01-16,2026-01-19 16:00,1인수의,물품,구독,20251216~20260315
202601130887742,2025학년도 사제동행 주제탐구독서 프로그램 숙식 임차 용역,여양고등학교,2026-01-13,2026-01-13 15:00,1인수의,용역,구독,20251216~20260315
202601090884681,2025학년도 사제동행 주제탐구독서 프로그램 숙식 임차 용역,여양고등학교,2026-01-09,2026-01-12 16:10,1인수의,용역,구독,20251216~20260315
202601090884674,2025학년도 사제동행 주제탐구독서 프로그램 숙식 임차 용역,여양고등학교,2026-01-09,2026-01-12 16:10,1인수의,용역,구독,20251216~20260315
202601080882339,생성형AI 구독료 마이클 12개월,대덕초등학교,2026-01-08,2026-01-09 18:00,1인수의,용역,구독,20251216~20260315
202601080881917,영어소프트웨어구독,서울수색초등학교,2026-01-08,2026-01-09 15:10,1인수의,물품,구독,20251216~20260315
202601070879705,생성형AI 구독료 마이클 12개월,대덕초등학교,2026-01-07,2026-01-09 08:30,1인수의,물품,구독,20251216~20260315
202601060875939,용인성산초 디지털 교과서 구독료,용인성산초등학교,2026-01-06,2026-01-07 15:10,1인수의,물품,구독,20251216~20260315
202601060875917,2026년 정기간행물 구독,해룡고등학교,2026-01-06,2026-01-09 15:00,1인수의,물품,구독,20251216~20260315
202512310866729,AIDT 교육자료 구독,고색고등학교,2025-12-31,2026-01-05 18:00,1인수의,물품,구독,20251216~20260315
202512310865444,2030교실 운영을 위한 수학대왕 프로그램 연간 구독 견적 요청,장흥용산중학교,2025-12-31,2026-01-01 10:00,1인수의,용역,구독,20251216~20260315
202512300864328,디지털 기반 학생 맞춤교육 운영을 위한 정보교육 플랫폼 구독 견적 요청,유봉여자고등학교,2025-12-30,2025-12-31 15:00,1인수의,물품,구독,20251216~20260315
202512300864322,디지털기반 학습 프로젝트 운영을 위한 생성형 AI 구독 계약 견적요청,유봉여자고등학교,2025-12-30,2025-12-31 15:00,1인수의,물품,구독,20251216~20260315
202512300863789,정읍고 수학 학습 사이트 스쿨플랫 구독권 구입,정읍고등학교,2025-12-30,2025-12-30 16:20,1인수의,용역,구독,20251216~20260315
202512300863774,2025학년도 2학기 교육자료 AIDT 정보 구독,대전만년고등학교,2025-12-30,2025-12-31 23:00,1인수의,물품,구독,20251216~20260315
202512300863741,2025학년도 2학기 교육자료 AIDT 공통수학2 구독,대전만년고등학교,2025-12-30,2025-12-30 23:00,1인수의,물품,구독,20251216~20260315
202512300863695,2025학년도 2학기 교육자료 AIDT 공통영어2 구독,대전만년고등학교,2025-12-30,2025-12-30 23:50,1인수의,물품,구독,20251216~20260315
202512300862151,AI 진로진학상담 프로그램 구독,원광여자고등학교,2025-12-30,2025-12-31 12:40,1인수의,물품,구독,20251216~20260315
202512290857072,2025학년도 AIDT 교육자료 구독,천안여자상업고등학교,2025-12-29,2025-12-29 16:00,1인수의,물품,구독,20251216~20260315
202512260854138,2025학년도 2학기 교육자료 AIDT 구독료 추가 지급,대전반석초등학교,2025-12-26,2025-12-28 18:00,1인수의,물품,구독,20251216~20260315
202512230844982,2025학년도 수학 AIDT 구독료 지급,서울영화초등학교,2025-12-23,2025-12-26 18:00,1인수의,물품,구독,20251216~20260315
202512230842692,AI 진로진학상담 프로그램 구독,원광여자고등학교,2025-12-23,2025-12-23 18:00,1인수의,물품,구독,20251216~20260315
202512220840687,축구부 포티블카메라 구독형 교육용 소프트웨어 구입,여수미평초등학교,2025-12-22,2025-12-23 18:00,1인수의,물품,구독,20251216~20260315
202512220838017,속초고 데이터기반 학생맞춤 교육 소프트웨어 구독,속초고등학교,2025-12-22,2025-12-26 10:00,1인수의,물품,구독,20251216~20260315
202512190834932,축구부 포터블카메라 구독형 교육용 소프트웨어 구입,여수미평초등학교,2025-12-19,2025-12-22 15:50,1인수의,물품,구독,20251216~20260315
202512190831634,동백초 스마트 갤러리 구독료 견적요청,동백초등학교,2025-12-19,2025-12-24 09:00,1인수의,용역,구독,20251216~20260315
202512180828823,청주내곡초 디지털교과서 교육자료 구독 견적 요청,청주내곡초등학교,2025-12-18,2025-12-19 18:00,1인수의,물품,구독,20251216~20260315
202512180827335,2025학년도 AIDT 교육자료 구독료 신청,천안서여자중학교,2025-12-18,2025-12-23 15:00,1인수의,물품,구독,20251216~20260315
202512170825898,AI 디지털교과서교육자료 구독,용아초등학교,2025-12-17,2025-12-18 18:00,1인수의,물품,구독,20251216~20260315
202512170825627,AI디지털 교육자료 구입 AIDT 구독,진해신항초등학교,2025-12-17,2025-12-22 16:30,1인수의,물품,구독,20251216~20260315
202606121305614,2026학년도 AI 융합교육중심학교 AI 프로그램 구독 신청,대광고등학교,2026-06-12,2026-06-17 18:00,1인수의,물품,구독,20260316~20260613
202606121304540,2026학년도 개금고등학교 정기간행물 구독,개금고등학교,2026-06-12,2026-06-16 18:00,1인수의,물품,구독,20260316~20260613
202606101300624,2025학년도 AI디지털 선도학교 코들프로그램 구독 견적서 제출안내,이일여자중학교,2026-06-10,2026-06-15 18:00,1인수의,물품,구독,20260316~20260613
202606101300301,시각미디어디자인과 AI 플랫폼 구독,경기모바일과학고등학교,2026-06-10,2026-06-12 16:50,1인수의,물품,구독,20260316~20260613
202606101298541,2025학년도 AI디지털 선도학교 프로그램 구독 견적서 제출안내,이일여자중학교,2026-06-10,2026-06-15 18:00,1인수의,물품,구독,20260316~20260613
202606081293474,공동실습소 실습 기자재 라이센스 구독 계약,전주공업고등학교,2026-06-08,2026-06-09 18:00,1인수의,물품,구독,20260316~20260613
202606081293371,2026학년도 AIDT 교육자료 구독,천안용암초등학교,2026-06-08,2026-06-12 18:00,1인수의,물품,구독,20260316~20260613
202606081291570,마주온학교 콘텐츠 구독,아산갈산초등학교,2026-06-08,2026-06-08 18:00,1인수의,물품,구독,20260316~20260613
202606081290893,경남 남해 지족초 독서화랑 클래스 구독,남해지족초등학교,2026-06-08,2026-06-10 14:00,1인수의,용역,구독,20260316~20260613
202606081290870,2026 마주온 활용 학교 외부 영어 콘텐츠 구독,천안능수초등학교,2026-06-08,2026-06-08 11:00,1인수의,물품,구독,20260316~20260613
202606081290703,2026학년도 도서관 정기간행물 구독,경남여자고등학교,2026-06-08,2026-06-10 11:00,1인수의,물품,구독,20260316~20260613
202606051289092,2026학년도 부산장안고 도서관 정기간행물 구독,부산장안고등학교,2026-06-05,2026-06-09 18:00,1인수의,물품,구독,20260316~20260613
202606051287974,화순초이서분교 맞춤형 온라인 학습콘텐츠 구독 용역,화순초등학교,2026-06-05,2026-06-10 16:00,1인수의,용역,구독,20260316~20260613
202606051287270,2026. 북일초등학교 맞춤형 온라인 학습콘텐츠 구독 계약,장성북일초등학교,2026-06-05,2026-06-10 09:30,1인수의,용역,구독,20260316~20260613
